iter	Logloss
300	0.3473334993
301	0.3469307797
302	0.3465323314
303	0.346214408
304	0.3459459608
305	0.3454107116
306	0.3449445
307	0.3443157383
308	0.3439065563
309	0.3435997913
310	0.3432850705
311	0.3429627085
312	0.3427350166
313	0.3423308737
314	0.3417619508
315	0.3413256927
316	0.3410019618
317	0.3407301969
318	0.340373578
319	0.339891292
320	0.3394960969
321	0.3393194572
322	0.3389036982
323	0.3383618956
324	0.337951898
325	0.3373101657
326	0.3367102962
327	0.336390772
328	0.3362162959
329	0.3359999168
330	0.3355376247
331	0.3349975885
332	0.334526477
333	0.3340799914
334	0.3337618413
335	0.3332930054
336	0.3329677859
337	0.3326099597
338	0.3322342246
339	0.3317462401
340	0.331538411
341	0.3312037326
342	0.3308879385
343	0.3305303064
344	0.3300755425
345	0.3296523169
346	0.3290145128
347	0.3285845744
348	0.3279735655
349	0.3274540415
350	0.3268782292
351	0.3266024878
352	0.3262493409
353	0.3258952612
354	0.3255592443
355	0.325250412
356	0.3248605624
357	0.3245158181
358	0.3241797005
359	0.3238236543
360	0.3236153824
361	0.3232891015
362	0.3230289004
363	0.3225142379
364	0.3223983384
365	0.3219780961
366	0.3216895501
367	0.3212940647
368	0.3210462348
369	0.320448562
370	0.3200468876
371	0.319780929
372	0.3193678753
373	0.3191322479
374	0.3185865144
375	0.3180688875
376	0.3177472355
377	0.317366837
378	0.3170229013
379	0.3166754805
380	0.316197896
381	0.3159257633
382	0.3156275565
383	0.3151353962
384	0.3148507526
385	0.3144605275
386	0.3141555212
387	0.3137046999
388	0.3132360546
389	0.312992181
390	0.312500775
391	0.3122440236
392	0.3118922168
393	0.3113943194
394	0.3109343322
395	0.3106239053
396	0.3102481202
397	0.3098100649
398	0.3094497005
399	0.3091976394
400	0.3089067603
401	0.3085607884
402	0.3083309576
403	0.3079188567
404	0.3075671613
405	0.3072766796
406	0.307184393
407	0.3069638036
408	0.3065880085
409	0.3063272697
410	0.3060934524
411	0.3057472423
412	0.3052838931
413	0.3048998231
414	0.3045943664
415	0.3043226935
416	0.3039501273
417	0.303375109
418	0.3030762018
419	0.302849771
420	0.30254298
421	0.3022174471
422	0.3019226243
423	0.3015614903
424	0.3012220525
425	0.3009784023
426	0.3007773316
427	0.3004303755
428	0.2999714893
429	0.299525653
430	0.2992385558
431	0.2988321059
432	0.298598032
433	0.2983906283
434	0.2979156767
435	0.2975484431
436	0.2972248647
437	0.2968538368
438	0.2965155444
439	0.296252119
440	0.2959876098
441	0.2956591738
442	0.2952845372
443	0.2949683281
444	0.2946618213
445	0.2943290869
446	0.2939784887
447	0.2936321056
448	0.2932638522
449	0.2929935729
450	0.2926943017
451	0.2924096776
452	0.2919870288
453	0.2916892385
454	0.2912394604
455	0.2908896856
456	0.2904170293
457	0.2900978928
458	0.2897778708
459	0.289392286
460	0.2892314689
461	0.2888332249
462	0.2884807118
463	0.2880968305
464	0.2876968021
465	0.2873878871
466	0.2871555794
467	0.2867860711
468	0.2865447286
469	0.2861533224
470	0.2858943041
471	0.2854715219
472	0.2851511934
473	0.2846750172
474	0.2843382477
475	0.2841361405
476	0.2838680361
477	0.283506217
478	0.2832121666
479	0.2830191634
480	0.2827659397
481	0.282310052
482	0.2819728112
483	0.2816611802
484	0.2814410587
485	0.2812035817
486	0.2809215857
487	0.2806302649
488	0.280376947
489	0.280192919
490	0.2798819221
491	0.2795295411
492	0.2791869415
493	0.2788334478
494	0.2785562184
495	0.278338305
496	0.277975889
497	0.2775379778
498	0.2771472046
499	0.2767843524
500	0.2765225474
501	0.2762804149
502	0.2760628583
503	0.275858205
504	0.2755846301
505	0.2752442189
506	0.274940437
507	0.2747826078
508	0.2743924564
509	0.2741317149
510	0.273842322
511	0.2735858729
512	0.2733750129
513	0.2730716803
514	0.2727160253
515	0.2724643208
516	0.272198695
517	0.2719451722
518	0.2716721133
519	0.2713524792
520	0.2711557399
521	0.2706878672
522	0.2704555234
523	0.2701081782
524	0.269922972
525	0.2695859724
526	0.2692348944
527	0.2689876158
528	0.2686966156
529	0.2684139945
530	0.2679776363
531	0.2678126136
532	0.2675285959
533	0.2670954977
534	0.2668422291
535	0.266561544
536	0.2663371688
537	0.2659636311
538	0.2657378162
539	0.2654122113
540	0.2651700722
541	0.264948321
542	0.2647056121
543	0.264406982
544	0.2642356933
545	0.2640530255
546	0.263838278
547	0.2634018512
548	0.262995787
549	0.2626781671
550	0.2624438772
551	0.2621893526
552	0.2619603258
553	0.2616304687
554	0.2612019544
555	0.2610525209
556	0.2607894614
557	0.2606274302
558	0.260302776
559	0.260082873
560	0.2597162793
561	0.2594712471
562	0.2591987429
563	0.2589193108
564	0.2585670677
565	0.2583582087
566	0.2580811565
567	0.2577328338
568	0.2574295952
569	0.257260445
570	0.2570358655
571	0.2566726023
572	0.2564152404
573	0.2561841647
574	0.2557674851
575	0.2557024843
576	0.2553311059
577	0.2550543011
578	0.2548848345
579	0.2546136615
580	0.2544138936
581	0.2540283824
582	0.2537735022
583	0.2536329017
584	0.2532564761
585	0.2531194361
586	0.2529031745
587	0.2526633946
588	0.2524758955
589	0.2522334452
590	0.2519420592
591	0.2517151003
592	0.251453773
593	0.2511750387
594	0.2509125286
595	0.2506136638
596	0.2503178715
597	0.2501980609
598	0.2498186525
599	0.2494490118
600	0.2490792854
601	0.2486550278
602	0.2484394986
603	0.248147804
604	0.2478274928
605	0.247394133
606	0.2470958806
607	0.246873376
608	0.2466417246
609	0.2463507106
610	0.2460888316
611	0.2459301701
612	0.2456618086
613	0.2453424639
614	0.2450651369
615	0.2447902067
616	0.2443806726
617	0.2439705563
618	0.2436874343
619	0.2433372111
620	0.2430218299
621	0.242695203
622	0.2424518046
623	0.2421892295
624	0.2418786529
625	0.2416397959
626	0.2413860162
627	0.2410827743
628	0.2407713934
629	0.2405494059
630	0.2403108718
631	0.2401111396
632	0.2398187974
633	0.239620845
634	0.2393453216
635	0.239144425
636	0.2388531947
637	0.2385700816
638	0.2381826051
639	0.2379021257
640	0.2376087846
641	0.2373017592
642	0.2371345174
643	0.236915301
644	0.2367573082
645	0.2365661846
646	0.2363485181
647	0.2361374879
648	0.2359629531
649	0.2357562774
650	0.2355483182
651	0.235331366
652	0.2350318732
653	0.2348014749
654	0.2344114628
655	0.2340588427
656	0.2339203597
657	0.233802537
658	0.2336182598
659	0.2334333279
660	0.2332352623
661	0.232967455
662	0.2327839382
663	0.2325787249
664	0.2323459838
665	0.2321428784
666	0.2319248687
667	0.2317567002
668	0.2315108055
669	0.2312913693
670	0.2310730848
671	0.2307990657
672	0.2305843536
673	0.2303960094
674	0.2301936741
675	0.2299678598
676	0.2296205573
677	0.2292745976
678	0.2290247216
679	0.2287869317
680	0.2286141853
681	0.2284356775
682	0.2281396921
683	0.2279284826
684	0.227662913
685	0.2274582352
686	0.2270037881
687	0.2267965786
688	0.2265150833
689	0.2262050229
690	0.2260663872
691	0.2258703578
692	0.2256885431
693	0.2255405363
694	0.2252370668
695	0.2248659999
696	0.2246365426
697	0.2244667567
698	0.2242119952
699	0.2238148072
700	0.2236062137
701	0.2233073606
702	0.223034701
703	0.2228703885
704	0.2226388598
705	0.2224577275
706	0.2222655483
707	0.2220223742
708	0.2217826108
709	0.2214542214
710	0.2211630049
711	0.2209781093
712	0.2207685036
713	0.2205343355
714	0.2202998116
715	0.2200978227
716	0.2199085525
717	0.2197192582
718	0.2194425582
719	0.2192492351
720	0.2189329115
721	0.218716148
722	0.218539704
723	0.2183292194
724	0.2180287815
725	0.2176694774
726	0.2174292267
727	0.2171789998
728	0.2169719407
729	0.2167843509
730	0.2165326189
731	0.2161812533
732	0.2160124368
733	0.2156907194
734	0.2154612273
735	0.2152431257
736	0.2149957456
737	0.214778354
738	0.2146019354
739	0.2143606333
740	0.2140834868
741	0.2137935503
742	0.2136286434
743	0.2133978026
744	0.213062756
745	0.2128682624
746	0.2126992786
747	0.2124552492
748	0.2122647595
749	0.2119727992
750	0.2117983255
751	0.2115665437
752	0.2113921641
753	0.211195934
754	0.2108910372
755	0.2106701
756	0.2105249616
757	0.2103525465
758	0.2100654469
759	0.2098902953
760	0.2097097002
761	0.2094872661
762	0.2092366327
763	0.2089359624
764	0.2086493856
765	0.2084071325
766	0.2083110855
767	0.208149031
768	0.2079988302
769	0.2077940052
770	0.2075407305
771	0.2073592308
772	0.2070782887
773	0.2068394888
774	0.2066914126
775	0.2064130046
776	0.2061830553
777	0.2059592749
778	0.2057950492
779	0.2054236783
780	0.2052659105
781	0.2050649327
782	0.2047689799
783	0.2045132822
784	0.2043227749
785	0.20415129
786	0.2039142274
787	0.2036799383
788	0.2034296361
789	0.2032451015
790	0.2030278999
791	0.2027805877
792	0.2025431687
793	0.2023663452
794	0.2021207328
795	0.2018988676
796	0.2016538377
797	0.2015219556
798	0.2013562418
799	0.2010916619
800	0.2008680343
801	0.2005767985
802	0.2004094163
803	0.200176801
804	0.1998514439
805	0.1996654441
806	0.1994701916
807	0.199338193
808	0.1991507582
809	0.1989954486
810	0.1988316823
811	0.1986389511
812	0.1984307192
813	0.1983322607
814	0.1981907765
815	0.1979664186
816	0.1978511234
817	0.1975902334
818	0.1973583411
819	0.1972184984
820	0.1970424787
821	0.1968990393
822	0.1966968166
823	0.1965127497
824	0.196196045
825	0.1960790023
826	0.1959519089
827	0.1957218043
828	0.195494082
829	0.1952602376
830	0.1950843865
831	0.194790876
832	0.1945454303
833	0.1944427689
834	0.194213962
835	0.1940899541
836	0.1938645445
837	0.1936919408
838	0.1935419773
839	0.19328516
840	0.1930602535
841	0.1928820644
842	0.1926031947
843	0.1924679044
844	0.1923277945
845	0.1921981367
846	0.1919442645
847	0.1916496906
848	0.1914681908
849	0.1912937754
850	0.1910471249
851	0.1908944397
852	0.1907413117
853	0.1905005739
854	0.1902432351
855	0.1899815968
856	0.1897766379
857	0.1895171362
858	0.1893319003
859	0.1891285308
860	0.1890527108
861	0.1888513821
862	0.1886251624
863	0.1883499796
864	0.1881881274
865	0.1878973762
866	0.1878187227
867	0.1875371705
868	0.1873229697
869	0.1871304037
870	0.1869693276
871	0.1868053639
872	0.1866061177
873	0.1863488368
874	0.1862204884
875	0.1860206386
876	0.1858675296
877	0.1857301483
878	0.1855189024
879	0.1853296498
880	0.1851167256
881	0.1848417989
882	0.1846323226
883	0.1843778184
884	0.184137058
885	0.1839970387
886	0.1838388756
887	0.1837273307
888	0.1835121371
889	0.1832990354
890	0.1831382373
891	0.1829119125
892	0.1827580516
893	0.1826080018
894	0.1824327266
895	0.1822330035
896	0.1820733579
897	0.1818578771
898	0.1816557792
899	0.1814205081
900	0.1811287812
901	0.1809918614
902	0.1808445108
903	0.1807300414
904	0.1804986061
905	0.1803560735
906	0.1802050036
907	0.1800542228
908	0.1799278664
909	0.1797394367
910	0.1794893631
911	0.1793457458
912	0.1791291147
913	0.1789378564
914	0.1788333726
915	0.1786891283
916	0.1785226239
917	0.1783820525
918	0.1781734019
919	0.1779847815
920	0.1778162216
921	0.1776263137
922	0.1774429913
923	0.1772535104
924	0.1770564868
925	0.1768868231
926	0.1766879691
927	0.1764492526
928	0.1762213732
929	0.175971328
930	0.1757876187
931	0.1756389648
932	0.1755487133
933	0.1753831665
934	0.1752407519
935	0.1751167245
936	0.174950888
937	0.1747382237
938	0.1745830299
939	0.1744513794
940	0.1743253995
941	0.1741336224
942	0.1739812662
943	0.1737415374
944	0.1735791205
945	0.1734237909
946	0.1732593055
947	0.1731301815
948	0.1729026382
949	0.172720839
950	0.1725623887
951	0.1724787454
952	0.1723046444
953	0.1721490709
954	0.1719678647
955	0.1717531284
956	0.1714473271
957	0.1711582618
958	0.1710265431
959	0.1708126398
960	0.1706811884
961	0.1705872303
962	0.1704976911
963	0.170333518
964	0.1701783112
965	0.1699794368
966	0.1697715723
967	0.1695857256
968	0.1693765897
969	0.1692509873
970	0.1690567714
971	0.1689512467
972	0.1688363221
973	0.1686645604
974	0.1685176367
975	0.1683244977
976	0.168197784
977	0.1680005953
978	0.1678677323
979	0.16773388
980	0.1675551118
981	0.1674173175
982	0.1672482324
983	0.1670988364
984	0.1668922329
985	0.166780945
986	0.1665886517
987	0.1663757929
988	0.1662191313
989	0.166020806
990	0.1658261572
991	0.1656423819
992	0.1655202524
993	0.1653725406
994	0.1652047283
995	0.1650218648
996	0.1648904813
997	0.164696577
998	0.1645313557
999	0.1643639777
1000	0.1642501504
1001	0.1641218963
1002	0.1639324362
1003	0.1636344462
1004	0.163444948
1005	0.1633292504
1006	0.1631446806
1007	0.1630258908
1008	0.1628681261
1009	0.1627529439
1010	0.1626126457
1011	0.1624827919
1012	0.1623066763
1013	0.1621276487
1014	0.1619695038
1015	0.1617933078
1016	0.1615146665
1017	0.1613723494
1018	0.1611913439
1019	0.1610943187
1020	0.1608929907
1021	0.1607357758
1022	0.1604933458
1023	0.1603845129
1024	0.1601996693
1025	0.1600028197
1026	0.1598195869
1027	0.1596207511
1028	0.1593640242
1029	0.1592045793
1030	0.1590917715
1031	0.1589427375
1032	0.158835469
1033	0.1586574802
1034	0.1585579847
1035	0.1583105896
1036	0.1581039171
1037	0.1579700208
1038	0.1578084418
1039	0.1576950621
1040	0.1575181186
1041	0.1573988809
1042	0.1573305108
1043	0.1570947609
1044	0.156869657
1045	0.156750604
1046	0.1565617248
1047	0.1563868173
1048	0.1562194601
1049	0.1560888717
1050	0.1558688658
1051	0.1556458982
1052	0.1554265392
1053	0.1552694254
1054	0.1551208075
1055	0.1549732012
1056	0.1548514883
1057	0.1547136949
1058	0.154559581
1059	0.1543567322
1060	0.1542624658
1061	0.1541812976
1062	0.1540105417
1063	0.1538988528
1064	0.1537982387
1065	0.1536880826
1066	0.1534986083
1067	0.1533176998
1068	0.1531642029
1069	0.1530534743
1070	0.1529636986
1071	0.1528507087
1072	0.1527127885
1073	0.1525897241
1074	0.1524748302
1075	0.1523437711
1076	0.152085224
1077	0.1519479596
1078	0.1518421749
1079	0.1516780859
1080	0.1515323257
1081	0.1513951253
1082	0.1512249479
1083	0.1511203057
1084	0.1509451042
1085	0.1508117763
1086	0.1506522877
1087	0.1504623347
1088	0.1503404238
1089	0.1502726554
1090	0.1501762306
1091	0.1499704284
1092	0.1498099161
1093	0.1496931367
1094	0.1495595077
1095	0.1493471963
1096	0.1492159639
1097	0.1490744461
1098	0.1487915039
1099	0.1486010887
1100	0.1484893417
1101	0.1483888615
1102	0.1481732918
1103	0.1479986075
1104	0.1478542175
1105	0.1476885012
1106	0.1475363819
1107	0.1473562561
1108	0.1472476281
1109	0.1471291
1110	0.1470407581
1111	0.1468464014
1112	0.1467210486
1113	0.1466270079
1114	0.146514175
1115	0.1464126795
1116	0.1462286279
1117	0.146053979
1118	0.1459569162
1119	0.1458273844
1120	0.1457042271
1121	0.1455319869
1122	0.1454180625
1123	0.1453257056
1124	0.1452391171
1125	0.1451235937
1126	0.1449423621
1127	0.1447645244
1128	0.1446588199
1129	0.1445376818
1130	0.1443897442
1131	0.144273568
1132	0.1441370405
1133	0.1440115997
1134	0.1439235449
1135	0.1437633724
1136	0.143649608
1137	0.1435286275
1138	0.1434079891
1139	0.1431775312
1140	0.1430585108
1141	0.1429391212
1142	0.1428378346
1143	0.1427334564
1144	0.1425256676
1145	0.1424086289
1146	0.1422524346
1147	0.1421730681
1148	0.1420616697
1149	0.141905386
1150	0.1417721959
1151	0.1416419628
1152	0.1414639601
1153	0.1413769629
1154	0.1412095554
1155	0.1411207435
1156	0.1409513255
1157	0.1408765817
1158	0.1407715709
1159	0.1406691594
1160	0.1405196221
1161	0.140457074
1162	0.1402877704
1163	0.1401385453
1164	0.1400093562
1165	0.1399127218
1166	0.1397378477
1167	0.1396374053
1168	0.1395526995
1169	0.1393939133
1170	0.1392169154
1171	0.1390758738
1172	0.1389774237
1173	0.1387895527
1174	0.1386625043
1175	0.1385195711
1176	0.1384300706
1177	0.1383452809
1178	0.1381968812
1179	0.1380583006
1180	0.1378867473
1181	0.1377131389
1182	0.1376350599
1183	0.1375526951
1184	0.1374619658
1185	0.1373423012
1186	0.1372408502
1187	0.137073571
1188	0.1369758664
1189	0.1368384874
1190	0.1366727615
1191	0.1365624188
1192	0.136424019
1193	0.136300779
1194	0.1361950339
1195	0.1360586919
1196	0.135895919
1197	0.1357281753
1198	0.135656456
1199	0.135526013
1200	0.1353891975
1201	0.1352286396
1202	0.1351345027
1203	0.1350102067
1204	0.134881286
1205	0.1347672715
1206	0.1346085898
1207	0.1344357144
1208	0.134241718
1209	0.1342019038
1210	0.1340895535
1211	0.1339369459
1212	0.1337718064
1213	0.1337003585
1214	0.1336240511
1215	0.1334526054
1216	0.1333016942
1217	0.1331993478
1218	0.1330881627
1219	0.1329819352
1220	0.1328508553
1221	0.1327829286
1222	0.1327199316
1223	0.1326244454
1224	0.132411877
1225	0.1322713524
1226	0.1321669989
1227	0.1320137476
1228	0.1318529448
1229	0.1316982767
1230	0.1315415374
1231	0.1314779154
1232	0.1313784471
1233	0.1312872416
1234	0.1311849745
1235	0.1310778335
1236	0.130991931
1237	0.1309113958
1238	0.1307738028
1239	0.1306400509
1240	0.1305650876
1241	0.1304574797
1242	0.1303478258
1243	0.1301675106
1244	0.1300224911
1245	0.1299471904
1246	0.1298622836
1247	0.1297500557
1248	0.1296072526
1249	0.1295268417
1250	0.1294130817
1251	0.129268603
1252	0.129166772
1253	0.1290335292
1254	0.1288989564
1255	0.1288370443
1256	0.1287360229
1257	0.128563354
1258	0.1284882028
1259	0.1283281562
1260	0.1282757042
1261	0.1281610252
1262	0.1280954922
1263	0.12797326
1264	0.1278397955
1265	0.1277159574
1266	0.1276322083
1267	0.1275195746
1268	0.1273154949
1269	0.1271763017
1270	0.1270501399
1271	0.1269614771
1272	0.1267612293
1273	0.1265950063
1274	0.1264988048
1275	0.1263272674
1276	0.1262158382
1277	0.1261210497
1278	0.1260443688
1279	0.1259466832
1280	0.125837612
1281	0.1257449221
1282	0.1255942221
1283	0.125421251
1284	0.1253521884
1285	0.1252363165
1286	0.1251134678
1287	0.1249685753
1288	0.1249024926
1289	0.1248072075
1290	0.1246392345
1291	0.1245585283
1292	0.1244654883
1293	0.1243812585
1294	0.1242360555
1295	0.1241105958
1296	0.1239631724
1297	0.1238609178
1298	0.1237785859
1299	0.1236795327
1300	0.1236309906
1301	0.1235504912
1302	0.1233324501
1303	0.1232411448
1304	0.1230992412
1305	0.1229825396
1306	0.1228441541
1307	0.1227266397
1308	0.1225594641
1309	0.1224648518
1310	0.1223920073
1311	0.1223624929
1312	0.1222197431
1313	0.1221166257
1314	0.1220056852
1315	0.1218691288
1316	0.1217437636
1317	0.1216161708
1318	0.12148375
1319	0.1213719135
1320	0.1212211885
1321	0.1211390804
1322	0.121065824
1323	0.1209581721
1324	0.1209070858
1325	0.1207857173
1326	0.120635808
1327	0.1205351479
1328	0.1204441595
1329	0.1203175736
1330	0.1202039544
1331	0.1200999499
1332	0.1199694922
1333	0.1198418816
1334	0.1197810378
1335	0.1196259151
1336	0.1195056366
1337	0.1194083653
1338	0.1192464782
1339	0.1191414439
1340	0.1190434752
1341	0.1189737764
1342	0.1188412467
1343	0.1187371548
1344	0.1186228475
1345	0.1184943309
1346	0.1183526112
1347	0.1182148369
1348	0.1180894212
1349	0.1179830804
1350	0.1178628838
1351	0.1177101454
1352	0.117582121
1353	0.1174648722
1354	0.1173737982
1355	0.1172467817
1356	0.1171773393
1357	0.1170711776
1358	0.1169860867
1359	0.1168644898
1360	0.1167328573
1361	0.1166455015
1362	0.116556123
1363	0.1164460835
1364	0.1163327194
1365	0.1162167738
1366	0.1161031012
1367	0.115999802
1368	0.1158954746
1369	0.1158132505
1370	0.1157390748
1371	0.1156207007
1372	0.1155288368
1373	0.1154676573
1374	0.1153414133
1375	0.1152494844
1376	0.1151214758
1377	0.1150219595
1378	0.1148981353
1379	0.1147780733
1380	0.1147176708
1381	0.1146367399
1382	0.1145784073
1383	0.1144847868
1384	0.1143522033
1385	0.1142510338
1386	0.1141676291
1387	0.1140608216
1388	0.1139720987
1389	0.11384733
1390	0.1137103627
1391	0.1136330113
1392	0.1135580839
1393	0.1134197735
1394	0.1133495244
1395	0.1132973514
1396	0.1131196032
1397	0.1129597179
1398	0.1128867337
1399	0.1128023416
1400	0.1127254082
1401	0.112623529
1402	0.1125091523
1403	0.1123909354
1404	0.1122751539
1405	0.1122215417
1406	0.1121481384
1407	0.1120608056
1408	0.111984405
1409	0.1118578544
1410	0.1117517472
1411	0.1116107675
1412	0.1115496644
1413	0.1114608515
1414	0.1113455408
1415	0.111256453
1416	0.1111454533
1417	0.1110638903
1418	0.1109551352
1419	0.11083222
1420	0.1107882718
1421	0.1106899433
1422	0.110605256
1423	0.1105340197
1424	0.1104310265
1425	0.1103023033
1426	0.1102300428
1427	0.1101315452
1428	0.1100345057
1429	0.1099374255
1430	0.1098540633
1431	0.1097420217
1432	0.1096861826
1433	0.1096302121
1434	0.1095489477
1435	0.1094353569
1436	0.1093262301
1437	0.109218471
1438	0.1091201134
1439	0.1089658221
1440	0.1088457334
1441	0.1087147054
1442	0.1086458567
1443	0.1085243839
1444	0.1084417253
1445	0.1083560262
1446	0.1082885424
1447	0.1082396987
1448	0.1081245569
1449	0.1080207316
1450	0.1079591307
1451	0.1079112952
1452	0.1077689776
1453	0.107688444
1454	0.1075967315
1455	0.1075354062
1456	0.1074570823
1457	0.1073950873
1458	0.1072620361
1459	0.107140862
1460	0.1070707384
1461	0.1068963271
1462	0.1067744575
1463	0.1067059601
1464	0.1066565676
1465	0.1065423777
1466	0.1064639824
1467	0.1063614868
1468	0.1062569048
1469	0.1061698478
1470	0.1061073984
1471	0.1059827406
1472	0.1058887826
1473	0.1058253569
1474	0.1057175208
1475	0.1055868077
1476	0.105486661
1477	0.1053840713
1478	0.1052601482
1479	0.1051611565
1480	0.1050850426
1481	0.1049548921
1482	0.1048865407
1483	0.1048370448
1484	0.104739002
1485	0.1046144142
1486	0.1045458278
1487	0.1044373295
1488	0.1043922142
1489	0.1042422603
1490	0.1041571729
1491	0.1040350222
1492	0.1039382623
1493	0.1038416613
1494	0.1037315034
1495	0.1036349463
1496	0.1035339079
1497	0.103448457
1498	0.1033653574
1499	0.1032958084
