DecCrimeFedSpending,interestInElection,PRE_IntentVote,Year,Sex,PartyIDRepublican,IncSpendingServices,WeakReligiousAttendence,WorseEconomyView,AbortionRightsSC,Age,EducationLevel,Income,Race,Region,IncDefenseSpending,IncPrivateMedInsurance,RegistrationStatus,Voted,VotePresident,HH_In_Union,MaritalStatus,FedTaxesNotWasted,DecEmphasisOnTraditionalValues,swing_voter
2,3,2,1972.0,2,4,4,4,5,3,27.0,3,4,1,4,5,3,2,2,2,1,1,1,3,False
1,3,2,1972.0,2,2,5,1,5,2,29.0,2,3,1,2,5,3,2,2,2,1,1,1,2,False
2,2,1,1972.0,2,3,3,5,4,3,43.0,4,4,1,4,6,3,2,2,2,2,3,2,2,True
1,1,2,1972.0,1,6,3,3,5,3,39.0,4,4,1,4,6,4,2,2,2,2,1,2,2,False
1,1,2,1972.0,2,2,4,3,4,3,59.0,2,3,1,2,5,7,2,2,2,1,1,1,2,False
1,2,1,1972.0,2,1,4,1,4,3,53.0,1,2,1,2,6,4,2,1,1,2,5,1,1,False
1,2,2,1972.0,2,6,4,1,5,3,28.0,4,4,1,2,5,6,2,2,2,2,1,2,2,False
2,3,1,1972.0,1,3,5,3,4,3,19.0,2,3,1,2,4,4,2,1,1,1,2,0,2,False
1,3,2,1972.0,2,7,2,2,5,3,27.0,4,4,1,3,6,7,2,2,2,2,1,1,1,False
1,3,2,1972.0,2,7,2,1,4,2,83.0,3,1,1,3,5,3,2,1,1,2,5,0,2,True
1,2,2,1972.0,2,2,3,3,4,4,28.0,2,4,1,3,6,7,2,2,2,2,1,1,2,False
2,2,2,1972.0,2,4,3,4,4,3,29.0,2,3,1,3,6,1,2,1,1,2,1,2,2,True
1,3,2,1972.0,2,2,4,4,4,3,27.0,1,3,1,3,5,7,2,1,1,2,1,1,2,True
1,2,1,1972.0,2,6,4,1,4,2,59.0,1,1,1,1,5,4,2,2,1,2,3,2,1,False
2,1,2,1972.0,2,2,5,4,4,3,19.0,1,3,1,3,5,4,2,2,2,1,1,2,2,False
2,2,2,1972.0,1,3,5,3,5,3,24.0,4,3,1,2,5,1,1,1,1,2,2,1,2,True
1,2,2,1972.0,1,2,4,4,4,4,28.0,3,4,1,2,6,1,2,2,2,2,1,1,2,False
2,1,1,1972.0,2,3,5,4,4,3,43.0,2,1,1,4,5,6,2,2,2,2,4,2,2,True
1,2,1,1972.0,2,1,4,0,5,3,25.0,2,1,1,4,6,1,2,1,1,1,1,0,2,False
2,3,2,1972.0,1,6,4,1,4,4,18.0,2,4,1,4,6,5,2,2,2,1,2,2,2,False
1,2,1,1972.0,2,1,4,1,3,3,44.0,4,4,1,4,5,1,2,2,1,2,1,2,1,False
1,3,2,1972.0,2,6,3,2,5,3,52.0,2,4,1,4,5,3,2,2,2,2,1,1,1,False
2,1,2,1972.0,2,3,4,5,5,3,52.0,2,3,1,3,5,6,1,1,1,2,1,1,1,True
2,3,4,1972.0,1,4,5,4,5,3,34.0,2,4,5,3,6,1,1,1,1,1,1,1,1,True
2,1,1,1972.0,2,5,1,4,4,3,80.0,2,1,1,2,6,3,2,1,1,2,2,1,1,False
1,2,1,1972.0,1,1,4,3,4,3,22.0,2,3,1,2,5,1,2,2,1,1,1,1,2,False
2,3,2,1972.0,1,5,2,2,4,3,38.0,4,4,1,2,5,5,2,2,2,1,1,2,2,False
1,3,2,1972.0,2,7,3,4,5,4,55.0,2,4,1,2,6,4,2,2,2,2,1,1,1,False
1,2,2,1972.0,1,2,5,1,4,3,19.0,2,3,1,2,5,2,2,2,1,1,2,1,2,True
1,2,3,1972.0,2,2,4,5,4,3,69.0,2,1,1,2,6,1,2,2,1,2,1,1,1,True
2,1,4,1972.0,1,4,2,3,4,3,55.0,2,3,1,3,6,1,1,1,1,1,4,1,2,True
1,2,1,1972.0,2,2,5,1,4,2,63.0,2,4,1,3,4,4,2,2,1,1,1,1,2,False
2,2,2,1972.0,2,7,3,2,4,3,57.0,1,1,2,3,5,1,2,1,1,2,1,1,1,True
1,2,2,1972.0,2,5,2,4,5,3,26.0,2,4,1,3,7,2,2,1,1,1,1,1,3,True
1,3,1,1972.0,2,1,3,4,4,4,0.0,2,3,1,3,3,1,1,1,1,1,1,1,2,False
1,2,1,1972.0,1,1,3,4,4,3,52.0,1,2,1,3,6,7,2,2,1,2,1,1,1,False
1,1,4,1972.0,2,4,4,4,5,3,80.0,1,3,1,1,4,4,1,1,1,2,5,1,1,True
2,1,4,1972.0,1,5,4,5,4,3,25.0,2,3,1,1,6,7,1,1,1,2,1,1,3,True
2,3,3,1972.0,2,3,5,5,5,4,39.0,4,4,2,2,5,1,2,2,1,1,1,2,2,True
2,2,2,1972.0,2,3,5,1,3,2,60.0,2,3,1,2,5,4,2,2,2,2,5,1,1,False
1,2,2,1972.0,1,7,2,4,5,3,27.0,3,4,1,3,4,5,2,2,2,2,1,2,2,False
2,1,3,1972.0,1,2,6,5,4,3,47.0,2,2,1,4,4,6,1,1,1,2,1,0,1,True
1,3,1,1972.0,2,2,2,4,3,1,90.0,1,1,1,3,3,7,2,1,1,2,5,0,1,False
2,2,2,1972.0,2,2,4,4,4,4,0.0,2,1,1,3,3,0,2,2,2,2,1,2,2,False
1,3,2,1972.0,2,2,3,2,4,2,39.0,3,4,1,1,5,7,2,2,2,2,1,2,1,False
1,1,3,1972.0,2,2,4,4,4,3,57.0,1,1,1,3,5,5,2,2,2,2,3,2,2,True
1,2,2,1972.0,1,4,4,4,4,4,29.0,2,4,2,3,6,4,2,1,1,1,1,0,2,True
2,2,2,1972.0,1,5,4,4,4,3,43.0,3,4,1,3,6,1,2,2,2,2,3,1,1,False
1,2,2,1972.0,2,2,4,1,4,2,53.0,2,3,1,2,5,2,2,2,2,2,1,1,1,False
2,3,1,1972.0,1,3,4,3,4,3,27.0,3,3,1,2,6,7,2,2,1,1,2,1,2,False
2,2,2,1972.0,2,5,3,1,4,2,40.0,2,3,1,1,6,1,2,2,2,2,1,1,2,False
1,3,4,1972.0,1,2,4,5,4,4,52.0,2,2,1,1,5,1,1,1,1,2,3,1,2,True
2,1,3,1972.0,2,3,5,4,5,4,29.0,2,3,1,3,4,1,2,1,1,2,4,0,2,True
1,1,1,1972.0,1,1,3,1,3,3,65.0,2,2,1,3,6,7,2,1,1,2,1,0,2,False
1,3,2,1972.0,1,2,3,3,4,3,40.0,4,5,1,3,6,7,2,2,2,2,1,1,1,False
1,1,2,1972.0,2,2,4,4,4,3,34.0,2,3,1,3,6,0,2,2,2,1,1,1,2,False
2,2,2,1972.0,2,4,4,5,4,4,25.0,2,3,1,3,5,6,1,1,1,2,1,2,2,True
1,1,2,1972.0,2,5,5,4,4,3,25.0,2,3,1,1,5,4,2,2,2,2,4,2,1,False
2,3,2,1972.0,2,2,5,2,5,2,58.0,2,2,1,1,6,1,2,2,2,1,1,1,2,False
2,2,2,1972.0,2,6,3,3,5,3,52.0,2,4,1,3,5,0,2,1,1,2,1,0,2,True
2,2,2,1972.0,1,7,4,4,5,3,65.0,2,4,1,2,5,1,2,2,2,1,1,1,1,False
2,2,2,1972.0,2,4,5,2,4,3,29.0,2,3,1,2,4,0,2,2,1,1,3,1,2,True
2,3,2,1972.0,1,5,4,5,5,3,65.0,3,4,1,1,5,1,2,2,2,2,1,2,2,False
1,3,1,1972.0,1,1,4,4,5,3,22.0,2,2,2,3,5,7,2,1,1,2,4,1,2,False
2,1,1,1972.0,2,1,4,1,4,2,42.0,3,1,2,3,5,2,2,2,1,2,1,1,1,False
2,1,1,1972.0,1,4,3,3,5,3,50.0,2,3,1,4,5,2,2,2,1,1,1,1,1,False
1,1,1,1972.0,2,2,4,1,4,3,43.0,2,3,1,4,5,7,2,2,2,2,1,2,1,True
2,3,2,1972.0,2,7,4,1,3,2,79.0,1,1,1,3,6,1,2,2,2,2,5,1,1,False
2,3,2,1972.0,1,2,4,3,4,3,48.0,3,1,1,3,6,1,2,2,2,2,2,1,1,False
2,2,2,1972.0,2,7,4,2,4,3,61.0,2,3,1,3,5,7,2,2,2,2,1,1,2,False
2,2,2,1972.0,2,3,4,4,4,3,27.0,2,1,1,3,4,4,2,1,1,2,1,0,2,True
1,2,2,1972.0,2,1,5,1,4,2,19.0,2,1,1,3,5,7,2,2,2,2,1,2,1,False
1,1,1,1972.0,2,2,4,5,5,3,51.0,2,3,1,2,5,7,2,1,1,1,1,1,1,False
2,2,1,1972.0,1,2,3,2,4,3,71.0,2,5,1,4,6,1,2,1,1,2,5,1,2,False
1,1,4,1972.0,2,2,3,3,4,4,22.0,2,3,5,4,6,2,1,1,1,2,1,0,2,True
1,2,3,1972.0,2,6,3,1,4,2,74.0,1,3,1,2,6,7,2,2,1,2,5,1,2,True
1,2,3,1972.0,1,4,4,1,4,2,63.0,1,3,1,2,5,1,2,2,2,2,1,1,1,True
2,2,2,1972.0,2,2,3,2,4,3,71.0,2,4,1,3,6,7,2,2,2,1,5,1,1,False
2,1,1,1972.0,2,3,5,4,5,4,21.0,3,1,1,1,4,1,2,1,1,2,2,0,2,False
1,2,1,1972.0,1,4,4,4,4,4,22.0,2,4,1,1,6,1,2,2,2,1,2,1,3,True
1,2,2,1972.0,2,3,4,4,4,4,40.0,2,4,1,4,5,1,2,2,1,2,1,2,2,True
2,2,1,1972.0,2,2,4,2,4,3,56.0,3,4,2,2,6,1,2,2,1,2,1,1,1,False
2,2,2,1972.0,2,7,3,5,3,3,0.0,2,1,1,2,4,1,2,1,1,2,1,0,2,True
2,1,2,1972.0,2,6,5,1,4,2,77.0,1,3,1,1,6,1,2,1,1,2,1,0,1,True
1,2,4,1972.0,1,3,4,2,3,2,70.0,1,1,2,4,4,3,1,1,1,1,1,0,1,True
1,1,4,1972.0,2,4,5,5,5,3,23.0,2,3,1,2,6,3,1,1,1,2,1,2,3,True
2,1,4,1972.0,1,5,3,5,4,3,42.0,2,3,1,2,7,1,1,1,1,1,1,1,1,True
1,2,2,1972.0,2,6,4,1,5,3,49.0,1,2,1,1,6,1,2,2,2,1,1,2,1,False
2,2,2,1972.0,1,6,3,5,5,3,48.0,4,4,1,1,5,4,2,2,2,2,1,1,2,False
2,2,2,1972.0,1,6,3,1,5,2,36.0,1,3,1,1,6,1,2,2,2,2,1,1,1,False
1,2,2,1972.0,1,5,5,4,4,3,19.0,2,3,1,1,5,2,1,1,1,1,2,0,2,True
2,3,2,1972.0,2,2,5,4,5,4,45.0,2,4,1,1,6,1,2,2,2,1,1,1,2,False
1,3,2,1972.0,2,1,4,1,4,3,62.0,2,4,1,3,4,4,2,2,2,2,1,1,2,False
1,1,3,1972.0,1,2,3,1,4,3,38.0,4,5,1,3,5,4,2,1,1,2,2,0,2,True
2,3,1,1972.0,2,5,2,1,4,2,40.0,4,4,2,3,5,3,2,1,1,2,2,0,2,False
2,2,2,1972.0,2,2,4,2,4,3,30.0,2,4,1,2,5,2,2,2,2,2,1,2,2,False
2,3,2,1972.0,1,5,4,3,4,4,21.0,3,4,1,2,6,7,2,2,2,2,1,2,2,False
1,3,2,1972.0,1,4,4,4,4,4,22.0,2,3,1,3,6,1,2,2,2,2,2,1,2,False
1,3,2,1972.0,1,2,3,4,4,4,47.0,2,4,1,3,6,7,2,2,1,2,4,1,2,True
1,1,2,1972.0,2,4,6,1,4,3,18.0,2,1,1,2,6,2,2,1,1,1,2,1,2,True
2,3,2,1972.0,1,4,4,4,5,3,35.0,3,3,1,2,5,0,2,1,1,2,1,0,2,True
1,2,2,1972.0,1,2,3,4,5,4,42.0,2,4,1,2,6,1,2,2,2,2,1,2,1,False
1,2,2,1972.0,2,5,5,1,5,2,35.0,2,4,1,2,5,4,2,2,2,1,1,3,1,False
1,1,2,1972.0,2,6,3,2,4,2,31.0,2,4,1,2,7,4,2,2,2,1,1,1,1,False
2,2,1,1972.0,1,2,4,4,4,4,24.0,4,4,1,2,5,6,2,2,1,2,1,1,2,False
1,2,3,1972.0,2,3,4,4,4,3,26.0,2,2,1,2,5,7,1,1,1,1,3,1,1,True
2,2,1,1972.0,2,3,3,2,4,3,56.0,4,2,1,3,4,1,2,2,1,2,2,1,2,False
1,3,2,1972.0,1,4,5,3,4,3,22.0,2,2,1,3,5,2,1,1,1,2,1,1,2,True
1,1,4,1972.0,2,2,4,3,4,2,47.0,2,2,1,3,5,7,1,1,1,2,1,2,2,True
1,3,1,1972.0,1,1,3,3,4,3,28.0,1,4,1,2,4,5,2,2,1,1,1,1,2,False
1,3,2,1972.0,2,7,2,4,5,3,69.0,4,4,1,3,6,3,2,2,2,2,1,2,1,False
2,3,2,1972.0,1,7,2,3,4,3,39.0,2,4,1,2,6,7,2,2,2,2,1,1,2,False
1,3,2,1972.0,2,6,2,2,5,2,47.0,2,5,1,2,5,7,2,2,2,2,1,1,1,False
1,3,1,1972.0,2,1,5,4,4,3,23.0,4,3,1,4,5,1,2,2,1,2,1,1,2,False
1,3,2,1972.0,2,5,3,4,5,3,35.0,3,4,1,1,5,2,2,2,1,2,1,1,2,True
1,2,1,1972.0,2,2,5,1,4,3,18.0,2,1,1,1,5,6,2,2,1,2,2,1,1,False
1,1,2,1972.0,2,4,4,2,4,2,34.0,2,2,1,1,5,5,1,1,1,2,2,0,2,True
2,1,4,1972.0,2,2,4,2,4,2,57.0,2,3,1,4,6,7,1,1,1,1,3,1,2,True
1,2,1,1972.0,2,2,4,1,3,2,35.0,2,3,1,1,6,1,2,2,2,1,1,1,1,True
2,2,1,1972.0,2,1,4,1,5,2,47.0,2,1,2,1,5,1,2,2,1,2,4,3,2,False
1,3,1,1972.0,1,3,6,4,4,4,23.0,4,2,1,3,5,1,2,2,1,2,2,1,3,False
1,3,2,1972.0,1,2,4,4,4,3,52.0,1,4,1,3,6,6,2,2,2,2,1,1,1,False
2,3,1,1972.0,2,1,2,3,4,3,71.0,2,2,1,3,4,7,2,2,1,2,5,1,2,False
1,2,1,1972.0,1,1,4,1,5,2,48.0,1,3,2,3,6,7,2,2,1,1,1,1,1,False
2,1,1,1972.0,1,1,5,4,5,3,47.0,2,3,2,3,4,2,2,2,1,1,1,1,1,False
2,2,3,1972.0,1,6,2,3,5,3,52.0,1,1,2,3,5,3,2,2,2,2,3,1,2,True
1,2,1,1972.0,1,4,3,2,4,2,42.0,1,3,2,2,5,1,2,2,1,1,4,1,2,False
2,1,1,1972.0,2,4,5,1,4,3,20.0,2,3,1,3,4,7,1,1,1,2,1,1,3,False
1,3,1,1972.0,2,2,3,1,4,1,75.0,1,1,1,2,5,4,2,1,1,2,5,0,2,False
1,3,4,1972.0,1,4,4,3,3,3,62.0,2,1,1,2,5,1,1,1,1,1,1,0,1,True
1,1,4,1972.0,2,2,3,4,4,2,35.0,2,2,2,2,6,2,1,1,1,1,1,1,2,True
2,2,2,1972.0,2,2,3,3,4,2,34.0,2,3,1,4,6,2,2,2,2,2,1,1,2,False
2,1,2,1972.0,2,2,3,3,4,3,35.0,3,4,1,3,6,5,2,1,1,2,1,0,1,True
2,1,4,1972.0,1,2,4,4,4,3,44.0,3,5,1,3,5,1,2,1,1,2,1,1,2,True
1,3,2,1972.0,2,1,4,3,5,4,47.0,2,4,1,3,5,7,2,1,1,2,3,0,2,True
2,3,2,1972.0,2,6,3,5,4,3,31.0,4,3,1,3,6,7,2,2,2,1,1,1,2,False
2,3,2,1972.0,1,4,4,5,4,3,46.0,2,5,1,2,5,6,2,2,2,2,1,2,1,False
1,1,2,1972.0,1,5,4,3,4,2,68.0,2,1,1,2,6,3,2,2,2,2,5,1,1,False
1,1,4,1972.0,2,3,4,4,5,3,40.0,2,3,1,2,5,6,1,1,1,1,1,0,1,True
1,2,2,1972.0,2,7,3,2,4,3,41.0,3,4,1,4,6,7,2,2,2,2,1,1,1,False
2,3,3,1972.0,1,5,3,1,5,3,46.0,4,3,1,2,5,1,2,2,1,1,1,1,1,True
1,3,2,1972.0,2,7,2,4,4,2,45.0,2,3,1,2,7,5,2,2,2,1,1,1,2,False
2,2,2,1972.0,1,6,2,2,5,2,24.0,4,3,1,3,5,5,2,2,2,2,1,1,2,False
2,1,1,1972.0,2,4,5,4,4,3,40.0,1,1,1,3,6,4,2,2,1,1,3,1,2,False
1,1,1,1972.0,2,1,4,4,3,3,52.0,2,1,2,1,5,7,2,1,1,2,1,0,2,False
1,3,1,1972.0,1,1,5,1,4,3,60.0,2,3,2,2,4,1,2,2,1,1,3,1,1,False
1,1,2,1972.0,2,2,4,1,4,2,48.0,2,3,1,1,5,7,2,2,2,2,1,1,1,False
2,3,4,1972.0,2,6,3,4,5,3,47.0,2,3,2,1,5,7,1,1,1,1,1,1,2,True
2,3,1,1972.0,1,2,4,3,5,3,46.0,2,4,1,1,5,7,2,2,1,1,1,1,2,False
1,2,2,1972.0,1,7,3,4,5,3,54.0,2,4,1,1,6,5,2,2,2,1,1,1,1,False
2,2,2,1972.0,2,2,4,1,4,2,59.0,2,4,1,2,6,1,2,2,2,2,1,1,2,False
1,2,1,1972.0,1,2,4,1,5,2,25.0,2,3,1,4,5,2,2,2,1,1,1,2,2,False
2,3,3,1972.0,2,5,2,3,4,2,46.0,2,3,1,2,5,7,2,2,2,2,1,1,1,True
2,1,1,1972.0,2,3,5,4,3,3,60.0,2,4,1,2,6,1,1,1,1,2,1,1,2,False
1,3,3,1972.0,2,2,5,2,4,2,44.0,2,2,2,2,5,1,2,2,1,2,5,1,1,True
2,2,2,1972.0,1,5,3,5,3,3,60.0,2,3,1,2,5,6,2,2,2,1,1,1,2,False
2,3,2,1972.0,1,5,4,4,5,3,36.0,4,4,1,2,5,2,1,1,1,2,1,1,2,True
2,3,1,1972.0,1,2,4,3,5,3,46.0,3,3,2,3,6,1,2,2,1,2,1,2,2,False
2,2,1,1972.0,2,2,4,3,4,3,25.0,2,3,2,3,6,1,2,2,1,2,1,1,2,False
1,2,4,1972.0,2,6,3,4,5,4,21.0,3,1,1,4,6,4,1,1,1,2,3,1,3,True
2,3,2,1972.0,1,5,3,5,4,3,68.0,2,1,1,4,6,7,2,1,1,1,1,0,1,True
1,1,3,1972.0,1,4,5,4,4,3,57.0,1,3,1,3,5,7,2,2,2,1,1,1,1,True
1,2,4,1972.0,1,2,4,4,5,4,28.0,2,4,1,3,4,7,1,1,1,2,1,1,2,True
1,2,2,1972.0,1,4,4,1,5,2,53.0,2,4,1,3,5,7,2,2,2,2,1,2,1,False
1,3,3,1972.0,1,1,3,5,4,3,85.0,2,1,1,3,4,6,2,1,1,2,5,1,1,True
2,3,2,1972.0,2,6,3,1,4,2,43.0,3,2,1,3,6,7,2,2,2,2,5,1,2,False
1,1,3,1972.0,2,6,4,1,5,3,34.0,2,3,1,1,5,7,2,2,2,1,1,2,1,True
1,1,1,1972.0,1,2,5,4,3,2,74.0,1,1,1,2,5,1,2,1,1,2,1,1,2,False
1,3,2,1972.0,2,5,3,5,5,3,29.0,4,3,1,1,6,2,2,2,2,2,1,1,3,False
1,3,2,1972.0,1,7,2,4,5,3,84.0,1,1,1,3,5,7,2,2,2,2,1,1,1,False
1,2,2,1972.0,2,2,5,4,4,3,48.0,2,3,1,3,6,1,2,2,2,2,1,2,1,False
2,1,2,1972.0,2,7,4,4,5,3,34.0,2,4,1,3,6,7,2,2,2,1,1,1,2,False
1,1,2,1972.0,2,3,3,1,4,2,37.0,2,4,1,3,5,1,2,1,1,2,1,1,2,True
1,2,2,1972.0,2,2,4,2,4,3,31.0,3,3,1,3,5,4,2,1,1,2,5,1,1,True
1,2,2,1972.0,2,2,5,1,4,2,20.0,3,3,1,1,3,7,2,2,1,2,2,2,2,True
2,3,2,1972.0,1,2,3,4,5,3,65.0,2,2,1,1,4,1,2,2,2,2,1,1,1,False
2,3,2,1972.0,1,6,3,1,5,3,57.0,1,5,1,1,5,1,2,2,2,2,1,2,1,False
2,1,4,1972.0,2,2,5,1,4,2,61.0,2,1,1,3,6,7,1,1,1,2,5,2,2,True
2,2,4,1972.0,2,3,5,3,4,2,66.0,4,3,1,1,5,7,2,1,1,2,2,0,2,True
1,2,2,1972.0,1,2,4,3,4,3,34.0,3,4,1,3,5,3,2,1,1,2,4,0,2,True
1,3,2,1972.0,1,6,4,1,4,3,64.0,2,4,1,1,5,4,2,1,1,2,1,0,2,True
2,1,2,1972.0,2,2,5,3,4,3,39.0,1,1,1,3,5,1,2,2,2,2,4,1,2,False
1,3,1,1972.0,1,6,3,1,4,3,32.0,4,4,1,3,6,3,1,1,1,2,4,1,2,False
2,1,4,1972.0,1,3,3,1,4,3,68.0,1,3,1,3,5,0,2,1,1,2,1,1,1,True
1,3,1,1972.0,2,2,3,4,4,3,27.0,2,4,2,3,5,7,2,2,1,1,1,1,3,False
1,2,3,1972.0,2,2,4,3,4,4,26.0,2,4,1,4,5,5,2,2,1,2,1,2,2,True
2,2,2,1972.0,1,7,4,4,5,3,67.0,1,2,1,2,5,1,2,1,1,2,2,0,1,True
1,2,2,1972.0,2,6,2,4,5,3,26.0,4,4,1,2,6,2,2,2,2,2,1,2,1,False
2,2,1,1972.0,2,1,4,1,4,2,49.0,2,4,1,1,5,1,2,2,1,1,1,1,1,False
2,1,2,1972.0,2,3,5,4,4,3,39.0,2,1,1,1,5,1,1,1,1,2,3,1,3,True
1,2,2,1972.0,2,6,4,4,4,2,35.0,2,4,1,1,5,1,2,2,2,2,1,2,1,False
2,2,2,1972.0,2,4,3,1,5,3,46.0,2,3,1,2,5,4,2,2,2,1,1,1,1,False
1,1,2,1972.0,1,2,5,1,4,3,20.0,3,3,1,3,4,3,2,2,2,2,2,2,1,False
1,3,2,1972.0,2,6,3,1,5,3,57.0,4,3,1,4,5,7,2,2,2,2,5,1,1,False
1,1,4,1972.0,1,2,4,4,4,4,39.0,3,2,1,4,5,4,1,1,1,1,3,0,2,True
1,2,1,1972.0,1,4,4,5,4,3,28.0,2,3,1,2,6,1,2,2,1,1,2,1,2,False
1,1,4,1972.0,2,2,3,4,3,3,51.0,1,1,1,1,5,1,1,1,1,2,5,1,2,True
2,2,4,1972.0,2,4,4,4,5,3,42.0,1,3,1,1,6,1,2,1,1,1,1,0,1,True
2,3,2,1972.0,1,7,3,1,4,2,35.0,3,4,1,4,5,3,2,2,2,2,1,2,1,False
1,2,2,1972.0,2,6,5,4,4,3,67.0,4,1,1,3,5,1,2,2,1,2,5,2,1,True
1,3,2,1972.0,1,7,3,1,4,2,78.0,2,2,1,1,7,4,2,2,2,2,1,2,1,False
1,1,2,1972.0,2,6,4,2,5,3,63.0,2,3,1,2,5,3,2,2,2,2,1,2,3,False
2,3,3,1972.0,2,2,3,4,4,3,66.0,2,3,1,4,5,7,2,2,1,2,1,1,1,True
2,3,2,1972.0,1,2,4,1,4,3,31.0,4,4,1,2,5,1,2,2,2,2,1,1,2,False
1,2,3,1972.0,1,3,4,4,5,3,63.0,2,3,1,2,5,3,1,1,1,2,1,0,1,True
1,1,1,1972.0,2,2,3,4,4,2,54.0,2,3,1,2,5,7,2,1,1,2,1,1,2,False
1,2,2,1972.0,1,5,2,2,5,3,46.0,1,4,1,1,5,6,2,2,2,1,1,2,2,False
1,1,2,1972.0,2,6,3,2,5,3,51.0,1,3,1,1,5,3,2,2,2,1,1,1,1,False
2,2,2,1972.0,1,7,3,0,4,2,41.0,2,2,1,1,6,3,2,2,2,2,2,1,3,False
2,2,1,1972.0,2,2,4,3,5,3,30.0,1,3,5,4,4,4,2,1,1,2,1,1,2,False
2,1,2,1972.0,1,2,4,5,4,4,30.0,3,4,1,4,5,7,2,2,2,2,1,1,2,False
2,1,2,1972.0,2,1,3,1,3,3,71.0,1,3,1,4,5,1,2,2,2,2,5,1,2,False
1,1,1,1972.0,1,4,4,3,4,3,25.0,2,3,2,1,6,1,1,1,1,1,4,1,2,False
2,2,1,1972.0,2,3,4,1,4,2,60.0,1,4,1,1,5,1,2,2,2,1,1,2,2,True
1,3,2,1972.0,2,5,3,1,5,3,54.0,2,3,1,1,5,1,2,2,2,2,5,2,1,False
1,3,1,1972.0,1,1,4,5,4,3,54.0,1,3,1,3,6,7,2,2,1,2,5,1,1,False
1,1,2,1972.0,2,6,3,1,4,2,28.0,2,3,1,2,5,2,1,1,1,1,1,1,1,True
2,3,2,1972.0,1,2,3,3,4,3,38.0,2,4,1,2,6,2,2,2,2,1,1,2,1,False
1,3,2,1972.0,1,5,3,4,5,3,38.0,3,3,1,3,5,3,2,2,2,1,1,1,2,False
1,2,2,1972.0,2,3,3,2,4,2,31.0,2,4,1,2,6,3,2,2,2,2,1,1,2,False
2,3,2,1972.0,1,5,4,2,5,2,23.0,4,4,1,3,5,7,2,2,2,2,1,3,2,False
2,2,2,1972.0,1,7,2,1,5,3,57.0,2,3,1,2,6,6,2,2,2,2,1,1,1,False
2,2,1,1972.0,1,6,3,5,4,3,31.0,3,4,1,3,6,7,2,2,1,2,1,1,2,False
1,2,2,1972.0,1,6,2,3,4,3,62.0,4,4,1,3,5,6,2,2,2,2,1,2,2,False
1,2,2,1972.0,2,6,2,1,5,3,38.0,3,5,1,3,6,3,2,2,2,2,1,1,2,False
1,2,2,1972.0,2,2,4,1,4,2,62.0,4,2,1,3,3,7,2,1,1,2,2,0,1,True
2,1,4,1972.0,2,3,3,4,4,2,35.0,2,3,1,3,6,3,1,1,1,1,1,2,2,True
2,3,2,1972.0,2,5,3,1,4,3,42.0,4,4,1,3,5,4,2,2,1,2,5,1,1,True
2,3,1,1972.0,2,2,5,5,4,4,26.0,2,1,1,1,5,3,2,1,1,2,3,1,2,False
2,1,4,1972.0,2,6,5,2,4,3,67.0,1,2,1,1,5,7,1,1,1,2,5,1,1,True
2,3,1,1972.0,1,1,4,5,4,4,43.0,4,3,1,1,6,1,1,1,1,2,1,1,1,False
2,1,3,1972.0,1,3,6,4,4,4,20.0,3,1,1,1,4,2,2,2,1,2,2,1,2,True
2,1,4,1972.0,1,4,4,4,5,3,29.0,1,2,1,1,5,7,1,1,1,2,1,1,2,True
1,2,2,1972.0,2,7,4,1,4,3,78.0,4,3,1,2,7,2,2,2,2,2,2,1,1,False
2,2,2,1972.0,1,3,5,5,5,3,42.0,4,5,1,2,6,2,2,2,1,2,1,2,1,True
1,2,3,1972.0,2,3,4,2,4,3,31.0,2,3,1,2,5,4,2,2,1,2,1,1,2,True
2,2,2,1972.0,1,7,3,4,5,2,47.0,2,5,1,2,5,4,2,2,2,2,1,2,2,False
1,2,2,1972.0,2,2,4,5,3,3,71.0,1,1,1,4,4,1,2,2,2,2,1,1,2,False
2,1,1,1972.0,2,1,6,4,4,4,41.0,2,1,2,1,6,1,2,2,1,1,4,0,3,False
2,2,1,1972.0,2,1,4,0,4,2,42.0,3,3,2,4,5,2,2,2,1,2,3,1,1,False
2,3,1,1972.0,1,1,4,5,4,3,27.0,4,4,2,4,5,2,2,2,1,2,2,1,3,False
1,2,4,1972.0,2,2,4,1,5,2,63.0,2,3,2,3,5,1,2,2,1,2,3,1,1,True
1,2,1,1972.0,1,3,3,4,4,3,27.0,2,3,2,3,5,3,2,2,1,2,2,2,2,False
1,2,1,1972.0,1,3,5,1,3,3,75.0,1,2,1,2,6,2,2,2,1,2,1,1,2,False
1,2,1,1972.0,1,1,5,2,5,2,48.0,1,4,1,2,6,6,2,2,1,1,1,1,1,False
1,2,3,1972.0,2,1,4,3,5,2,52.0,2,1,2,3,5,1,2,2,1,2,3,1,2,True
1,3,2,1972.0,2,5,4,2,5,3,55.0,3,4,1,3,6,7,2,2,2,2,1,1,1,False
1,1,4,1972.0,2,2,4,1,4,2,72.0,1,3,1,3,5,1,1,1,1,2,1,2,1,True
2,1,2,1972.0,2,3,5,3,4,3,46.0,3,4,1,3,6,2,2,2,2,2,1,1,2,False
2,3,2,1972.0,1,7,3,3,5,3,64.0,2,4,1,2,6,7,2,2,2,2,1,2,1,False
